,Region,Species that may be incorrectly resolved to,Accepted Species,expected_diversity,Species that may be incorrectly resolved to_residuals,highlight_high,highlight_low
296,SSA,1,2,3.1828050466727573,-2.1828050466727573,False,False
125,HBI,1,12,3.6427844671552734,-2.6427844671552734,False,False
81,CRZ,1,22,4.102629007305679,-3.102629007305679,False,False
286,SGE,1,23,4.1486059785675895,-3.1486059785675895,False,False
191,MPE,1,24,4.194581582703038,-3.194581582703038,False,False
19,ASP,2,32,4.562337016290337,-2.5623370162903374,False,False
147,KEG,2,32,4.562337016290337,-2.5623370162903374,False,False
17,ASC,4,36,4.746181643838679,-0.7461816438386792,False,False
174,MAQ,1,42,5.021906962484144,-4.021906962484144,False,False
168,LIN,2,50,5.389462552606123,-3.3894625526061226,False,False
52,CGS,4,53,5.527272739428324,-1.5272727394283239,False,False
326,TUV,2,53,5.527272739428324,-3.527272739428324,False,False
226,NRU,5,57,5.710999912677722,-0.710999912677722,False,False
318,TOK,5,70,6.307956501389824,-1.3079565013898238,False,False
177,MCI,7,70,6.307956501389824,0.6920434986101762,False,False
63,CKI,4,76,6.583393549893852,-2.5833935498938523,False,False
297,STH,2,89,7.179995906192461,-5.179995906192461,False,False
114,GIL,6,96,7.501141766698505,-1.5011417666985052,False,False
283,SEL,8,98,7.5928845934565965,0.4071154065434035,False,False
312,TDC,5,98,7.5928845934565965,-2.5928845934565965,False,False
256,PIT,3,118,8.509989540638914,-5.509989540638914,False,False
194,MRS,6,125,8.83083642412177,-2.8308364241217703,False,False
149,KER,3,129,9.014144711183707,-6.014144711183707,False,False
180,MDV,14,153,10.113490200371329,3.886509799628671,False,False
321,TUA,4,153,10.113490200371329,-6.113490200371329,False,False
159,KZN,17,181,11.39495607920668,5.605043920793319,False,False
100,FAL,6,183,11.48644342045836,-5.486443420458359,False,False
165,LDV,19,183,11.48644342045836,7.513556579541641,False,False
28,BER,15,197,12.1266818584517,2.8733181415482996,False,False
7,ALD,10,198,12.172401552125278,-2.1724015521252777,False,False
302,SVA,17,200,12.263836273182887,4.736163726817113,False,False
265,ROD,10,206,12.538103030389864,-2.5381030303898644,False,False
280,SCS,15,210,12.720916276745307,2.2790837232546934,False,False
77,CPI,9,210,12.720916276745307,-3.7209162767453066,False,False
21,ATP,10,211,12.766615671246434,-2.7666156712464343,False,False
353,XMS,11,215,12.949397550230474,-1.949397550230474,False,False
230,NUE,11,216,12.995089090301155,-1.995089090301155,False,False
143,JNF,8,262,15.095183687575442,-7.095183687575442,False,False
303,SWC,16,264,15.186415212591045,0.8135847874089546,False,False
202,MXI,6,277,15.779262050397309,-9.779262050397309,False,False
16,ARU,18,287,16.23511085597933,1.764889144020671,False,False
74,COO,12,294,16.554107724688485,-4.554107724688485,False,False
281,SCZ,12,300,16.82746963269299,-4.8274696326929885,False,False
342,WAL,19,303,16.96412839369395,2.035871606306049,False,False
242,OGA,26,348,19.012223109179768,6.987776890820232,False,False
218,NFK,14,359,19.512355410353322,-5.512355410353322,False,False
158,KUW,21,360,19.5578119174891,1.4421880825108992,False,False
193,MRQ,12,364,19.739621134382134,-7.7396211343821335,False,False
83,CTM,13,364,19.739621134382134,-6.7396211343821335,False,False
104,FOR,53,368,19.92140342520194,33.078596574798055,False,False
10,ALU,23,368,19.92140342520194,3.078596574798059,False,False
322,TUB,11,377,20.330314929669868,-9.330314929669868,False,False
349,WSA,18,392,21.011529148061506,-3.0115291480615056,False,False
310,TCI,22,405,21.6016047320291,0.3983952679709013,False,False
285,SEY,19,416,22.100673329637683,-3.100673329637683,False,False
192,MRN,22,472,24.63813845970246,-2.6381384597024606,False,False
223,NLA,23,482,25.090680444293646,-2.090680444293646,False,False
319,TON,22,519,26.763548174408,-4.763548174408001,False,False
116,GNL,43,528,27.170093840234816,15.829906159765184,False,False
85,CVI,33,537,27.576494721125584,5.423505278874416,False,False
50,CAY,28,556,28.433974466411286,-0.4339744664112857,False,False
23,AZO,54,558,28.524197625129307,25.475802374870693,False,False
108,GAL,20,592,30.05687693191985,-10.056876931919849,False,False
79,CPV,10,605,30.642339548900516,-20.642339548900516,False,False
231,NUN,35,622,31.40747027730866,3.5925297226913386,False,False
279,SCI,26,624,31.49745018463916,-5.49745018463916,False,False
252,PEI,60,708,35.269794802818225,24.730205197181775,False,False
160,LAB,44,727,36.121201425639384,7.878798574360616,False,False
119,GST,42,727,36.121201425639384,5.878798574360616,False,False
90,DJI,21,776,38.313710178554615,-17.313710178554615,False,False
128,ICE,67,787,38.80525970545983,28.194740294540168,False,False
109,GAM,24,800,39.38587343288898,-15.385873432888978,False,False
291,SOC,19,801,39.43052213646976,-20.43052213646976,False,False
179,MDR,56,814,40.01077418590334,15.989225814096663,False,False
340,VNA,35,827,40.590689389891104,-5.590689389891104,False,False
274,SAM,34,860,42.0612629804862,-8.061262980486198,False,False
47,CAB,13,936,45.43973453170268,-32.43973453170268,False,False
263,REU,50,992,47.921825339776895,2.0781746602231053,False,False
176,MAU,39,1002,48.364425321346815,-9.364425321346815,False,False
198,MTN,36,1009,48.67413495670346,-12.674134956703462,False,False
219,NFL,67,1011,48.76260689530716,18.237393104692842,False,False
80,CRL,39,1036,49.86789855189629,-10.867898551896289,False,False
237,NWT,61,1054,50.66303258551758,10.336967414482423,False,False
221,NGR,26,1079,51.7664987868405,-25.7664987868405,False,False
24,BAH,46,1085,52.03118476043561,-6.0311847604356075,False,False
345,WDC,66,1095,52.47220891980933,13.527791080190667,False,False
72,COM,38,1105,52.913090076301046,-14.913090076301046,False,False
227,NSC,85,1122,53.662280605618925,31.337719394381075,False,False
357,YUK,60,1125,53.79445294118309,6.2055470588169115,False,False
213,NDA,72,1138,54.36707846706707,17.632921532932933,False,False
157,KUR,70,1141,54.49919614359715,15.500803856402847,False,False
209,NBR,90,1150,54.89549308551515,35.10450691448485,False,False
144,KAM,78,1153,55.02757415642636,22.97242584357364,False,False
289,SIN,56,1243,58.98718329027273,-2.987183290272732,False,False
273,SAK,77,1258,59.64691904562269,17.35308095437731,False,False
171,MAG,72,1262,59.82285889170985,12.17714110829015,False,False
211,NCB,51,1263,59.86684481945545,-8.866844819455451,False,False
276,SAS,77,1308,61.846936076730096,15.153063923269904,False,False
245,OMA,52,1314,62.11110985345194,-10.111109853451943,False,False
124,HAW,19,1315,62.15514385388322,-43.15514385388322,False,False
264,RHO,87,1349,63.653364772864215,23.346635227135785,False,False
335,VAN,49,1352,63.78567919617316,-14.785679196173163,False,False
173,MAN,80,1375,64.80089817139464,15.199101828605365,False,False
67,CLS,31,1385,65.24280196161814,-34.24280196161814,False,False
18,ASK,68,1412,66.43775826507841,1.5622417349215851,False,False
115,GNB,37,1419,66.74804267490921,-29.748042674909215,False,False
134,IRE,160,1442,67.76909542211831,92.23090457788169,False,False
11,AMU,94,1445,67.90245833665995,26.097541663340053,False,False
282,SDA,83,1453,68.25830277916295,14.741697220837054,False,False
32,BLR,184,1473,69.14923167684216,114.85076832315784,False,False
214,NEB,81,1478,69.3722449963114,11.627755003688605,False,False
25,BAL,125,1493,70.0418799527368,54.95812004726319,False,False
239,NZN,28,1497,70.2205806860646,-42.220580686064594,False,False
97,EQG,24,1514,70.98048088585071,-46.98048088585071,False,False
271,RUW,170,1530,71.69587849542792,98.30412150457208,False,False
82,CTA,106,1533,71.82998008896577,34.17001991103423,False,False
234,NWH,102,1562,73.1239899559518,28.8760100440482,False,False
88,DEL,97,1585,74.14394756558461,22.85605243441539,False,False
133,IOW,87,1601,74.84765141509753,12.15234858490247,False,False
94,EGY,79,1610,75.2407300263597,3.7592699736403006,False,False
167,LES,24,1641,76.40642496177533,-52.40642496177533,False,False
86,CYP,99,1651,76.78945957327852,22.21054042672148,False,False
70,CNY,79,1666,77.27228411257046,1.7277158874295395,False,False
0,ABT,84,1666,77.27228411257046,6.7277158874295395,False,False
172,MAI,105,1671,77.42801814807488,27.571981851925116,False,False
337,VER,107,1683,77.79850544076349,29.201494559236508,False,False
30,BIS,45,1701,78.35686285414569,-33.35686285414569,False,False
327,TVA,103,1708,78.61143000496574,24.38856999503426,False,False
101,FIJ,44,1713,78.76067679303688,-34.76067679303688,False,False
135,IRK,120,1727,79.17414507384508,40.82585492615492,False,False
145,KAN,84,1743,79.63844531400514,4.361554685994861,False,False
33,BLT,185,1748,79.7817157539452,105.2182842460548,False,False
66,CLN,46,1751,79.86726202291948,-33.867262022919476,False,False
69,CNT,107,1755,79.98084034889139,27.01915965110861,False,False
351,WVA,99,1815,81.7419895943556,17.2580104056444,False,False
89,DEN,169,1816,81.77991957181051,87.22008042818949,False,False
164,LBY,105,1817,81.81780932575063,23.18219067424937,False,False
12,AND,74,1818,81.84408454426725,-7.844084544267247,False,False
309,TAS,45,1827,82.07904802449751,-37.07904802449751,False,False
224,NNS,87,1835,82.28560421884713,4.714395781152874,False,False
98,ERI,52,1842,82.49371308307013,-30.493713083070134,False,False
31,BKN,37,1844,82.56782554227655,-45.56782554227655,False,False
39,BRY,126,1855,82.86842934132238,43.13157065867762,False,False
183,MLI,39,1858,82.97821667525368,-43.97821667525368,False,False
151,KHA,106,1872,83.41094116897351,22.58905883102649,False,False
182,MIN,102,1876,83.53743267072838,18.46256732927162,False,False
354,YAK,119,1877,83.561780036414,35.43821996358599,False,False
175,MAS,112,1879,83.61037267839957,28.38962732160043,False,False
269,RUN,156,1907,84.28793162076167,71.71206837923833,False,False
348,WIS,107,1923,84.77191976777978,22.228080232220222,False,False
216,NET,200,1935,85.04275158132887,114.95724841867113,False,False
240,NZS,32,1939,85.13189364784422,-53.13189364784422,False,False
112,GGI,47,1943,85.22046951313015,-38.220469513130155,False,False
154,KRI,135,1964,85.71686154160244,49.28313845839756,False,False
262,QUE,111,1968,85.80200747930334,25.19799252069666,False,False
29,BGM,228,1997,86.42598294165838,141.5740170583416,True,False
243,OHI,107,2024,87.10387681314042,19.896123186859583,False,False
132,INI,109,2028,87.22669547421316,21.77330452578684,False,False
317,TOG,31,2030,87.28783953770666,-56.28783953770666,False,False
235,NWJ,112,2034,87.4096006136236,24.590399386376404,False,False
181,MIC,116,2035,87.43993173731714,28.56006826268286,False,False
347,WIN,74,2036,87.47021946440955,-13.470219464409553,False,False
277,SAU,83,2071,88.22032416462996,-5.220324164629957,False,False
355,YEM,67,2073,88.25591957125779,-21.25591957125779,False,False
166,LEE,76,2083,88.43774488368301,-12.43774488368301,False,False
275,SAR,184,2087,88.50743722049478,95.49256277950522,False,False
3,AGS,45,2090,88.5594133540542,-43.5594133540542,False,False
284,SEN,45,2106,88.84905606256358,-43.84905606256358,False,False
267,RUC,209,2118,89.098735357404,119.901264642596,False,False
259,PRM,106,2119,89.11521444681438,16.884785553185623,False,False
92,EAI,136,2121,89.14808984593346,46.851910154066545,False,False
156,KTY,104,2131,89.31080973019868,14.689190269801315,False,False
53,CHA,48,2146,89.54975657044602,-41.54975657044602,False,False
197,MSO,102,2167,89.87435396762582,12.125646032374178,False,False
270,RUS,172,2172,89.95002899167645,82.04997100832355,False,False
153,KRA,134,2178,90.04006596709095,43.95993403290905,False,False
75,COR,204,2203,90.43299377294828,113.56700622705172,False,False
59,CHQ,62,2207,90.49030236148296,-28.49030236148296,False,False
253,PEN,123,2215,90.60920372938708,32.390796270612924,False,False
246,ONT,121,2221,90.69360139796304,30.306398602036964,False,False
323,TUE,190,2225,90.74949580187153,99.25050419812847,False,False
15,ARK,100,2227,90.7773352677187,9.222664732281302,False,False
195,MRY,111,2233,90.86043663122761,20.139563368772386,False,False
186,MNT,100,2250,91.09272831703382,8.907271682966183,False,False
155,KRY,193,2262,91.25417249570782,101.74582750429218,False,False
352,WYO,99,2302,91.97367047167047,7.026329528329526,False,False
292,SOL,59,2305,92.035105399947,-33.035105399947,False,False
130,ILL,117,2317,92.18533496624728,24.814665033752718,False,False
27,BEN,47,2321,92.23513866691033,-45.23513866691033,False,False
244,OKL,106,2333,92.38380671607575,13.616193283924247,False,False
196,MSI,101,2339,92.45775571447773,8.542244285522273,False,False
38,BRC,92,2348,92.56824695933963,-0.568246959339632,False,False
169,LOU,98,2364,92.77199843879532,5.228001561204678,False,False
260,PUE,82,2395,93.1980372366597,-11.198037236659701,False,False
324,TUN,148,2405,93.34413244895872,54.65586755104128,False,False
350,WSB,163,2411,93.42647743594632,69.57352256405368,False,False
129,IDA,86,2431,93.6615519054385,-7.6615519054385,False,False
238,NWY,140,2445,93.82569911430255,46.17430088569745,False,False
57,CHM,126,2481,94.26960172486407,31.730398275135926,False,False
313,TEN,110,2492,94.39801931146621,15.601980688533786,False,False
343,WAS,94,2499,94.48585028688179,-0.4858502868817851,False,False
37,BOT,40,2501,94.52107870895198,-54.521078708951975,False,False
268,RUE,204,2555,95.27272684630738,108.72727315369262,False,False
287,SIC,210,2557,95.29539736584205,114.70460263415795,False,False
127,HUN,254,2562,95.352113478796,158.647886521204,True,False
320,TRT,88,2569,95.4315878277644,-7.431587827764403,False,False
272,RWA,47,2590,95.69676509607883,-48.696765096078835,False,False
332,URU,88,2591,95.70802429026762,-7.708024290267616,False,False
241,OFS,42,2609,95.91881951017966,-53.91881951017966,False,False
9,ALT,154,2627,96.12020753264525,57.87979246735475,False,False
306,SWZ,49,2629,96.14255038459221,-47.14255038459221,False,False
341,VRG,123,2669,96.58812515541337,26.411874844586634,False,False
316,TKM,97,2679,96.6992004236579,0.30079957634210075,False,False
288,SIE,42,2682,96.7325041786252,-54.732504178625206,False,False
278,SCA,116,2688,96.79908887198084,19.200911128019158,False,False
258,POR,242,2698,96.91000575313289,145.0899942468671,True,False
162,LBR,44,2735,97.32002625278348,-53.32002625278348,False,False
102,FIN,160,2781,97.83189726226892,62.168102737731076,False,False
56,CHI,121,2783,97.85377167816806,23.14622832183194,False,False
71,COL,104,2790,97.94010056602204,6.059899433977961,False,False
249,PAL,128,2800,98.04858796851016,29.951412031489838,False,False
41,BUR,48,2831,98.3958962513264,-50.395896251326405,False,False
217,NEV,100,2853,98.63753076354733,1.362469236452668,False,False
257,POL,266,2967,99.86700756322473,166.13299243677528,True,False
117,GRB,211,2985,100.05048675552267,110.94951324447733,False,False
210,NCA,129,2990,100.09727062356305,28.90272937643695,False,False
333,UTA,111,2994,100.13457771534131,10.865422284658692,False,False
188,MON,131,3010,100.28276473321122,30.717235266788776,False,False
64,CLC,62,3041,100.57682295002719,-38.57682295002719,False,False
140,JAM,86,3086,100.98796845749017,-14.987968457490169,False,False
110,GEO,117,3091,101.03194868701692,15.968051312983079,False,False
170,LSI,108,3100,101.11092016778039,6.889079832219608,False,False
5,ALA,118,3104,101.14737184876915,16.852628151230846,False,False
137,IRQ,135,3115,101.24774345658135,33.75225654341865,False,False
293,SOM,46,3163,101.6666709861502,-55.666670986150194,False,False
113,GHA,58,3171,101.73688897962593,-43.73688897962593,False,False
103,FLA,115,3191,101.9161984551944,13.083801544805596,False,False
225,NOR,173,3196,101.96094822387617,71.03905177612383,False,False
290,SOA,39,3221,102.18084556889201,-63.18084556889201,False,False
152,KOR,142,3242,102.36601272852234,39.633987271477665,False,False
247,ORE,100,3274,102.65015972373446,-2.650159723734461,False,False
331,UKR,288,3282,102.72333199471336,185.27666800528664,True,False
187,MOL,81,3353,103.40378090880854,-22.403780908808542,False,False
232,NWC,44,3369,103.56497716884319,-59.564977168843185,False,False
338,VIC,56,3382,103.69799242347852,-47.697992423478524,False,False
305,SWI,322,3408,103.95273982655884,218.04726017344115,True,False
236,NWM,114,3482,104.68921188888505,9.310788111114945,False,False
62,CHX,118,3487,104.74398291331056,13.25601708668944,False,False
6,ALB,307,3497,104.85394509825603,202.14605490174398,True,False
96,ELS,97,3546,105.36561246875273,-8.36561246875273,False,False
121,GUI,60,3572,105.65568813156148,-45.655688131561476,False,False
266,ROM,302,3577,105.71142861191166,196.28857138808834,True,False
8,ALG,209,3622,106.1744766196128,102.8255233803872,False,False
55,CHH,123,3626,106.21903380659526,16.780966193404737,False,False
14,ARI,112,3640,106.36451819324962,5.635481806750377,False,False
34,BLZ,105,3641,106.37335275097891,-1.3733527509789099,False,False
87,CZE,308,3653,106.47915723534118,201.52084276465882,True,False
48,CAF,61,3684,106.77658964862464,-45.776589648624636,False,False
123,HAI,100,3714,107.11013774635799,-7.110137746357992,False,False
295,SRL,130,3717,107.14328073916883,22.85671926083117,False,False
139,IVO,58,3792,107.89635856347708,-49.89635856347708,False,False
207,NAM,54,3814,108.1353981944639,-54.1353981944639,False,False
304,SWE,206,3879,108.82749754962809,97.17250245037191,False,False
22,AUT,318,3887,108.91290852834435,209.08709147165564,True,False
163,LBS,180,3894,108.98759435745994,71.01240564254006,False,False
334,UZB,107,3920,109.26482088650678,-2.264820886506783,False,False
150,KGZ,113,3929,109.36078559606578,3.6392144039342185,False,False
51,CBD,125,3932,109.39277971934337,15.607220280656634,False,False
91,DOM,103,3967,109.76644448902626,-6.766444489026256,False,False
73,CON,52,3985,109.95901198595504,-57.959011985955044,False,False
298,SUD,78,4011,110.23775505192546,-32.23775505192546,False,False
40,BUL,316,4018,110.31292813537895,205.68707186462103,True,False
229,NTA,48,4136,111.53058474354113,-63.53058474354113,False,False
212,NCS,235,4149,111.67193717014663,123.32806282985337,False,False
26,BAN,144,4155,111.73718627811486,32.26281372188514,False,False
189,MOR,228,4200,112.2263728423337,115.7736271576663,False,False
329,TZK,117,4347,113.80260653448705,3.1973934655129455,False,False
111,GER,338,4464,115.05431136844372,222.94568863155627,True,False
301,SUR,123,4495,115.38536866970763,7.614631330292369,False,False
1,AFG,130,4526,115.71122823221658,14.288771767783416,False,False
248,PAK,166,4604,116.54687301618299,49.453126983817015,False,False
299,SUL,111,4702,117.61854351368605,-6.618543513686049,False,False
184,MLW,66,4735,117.98681440925243,-51.98681440925243,False,False
330,UGA,85,4748,118.13816977486171,-33.13816977486171,False,False
220,NGA,72,4791,118.63899535157013,-46.63899535157013,False,False
314,TEX,153,4817,118.95754799096166,34.04245200903834,False,False
307,TAI,169,4822,119.01964238881764,49.980357611182356,False,False
107,GAB,56,5077,122.328789116462,-66.328789116462,False,False
208,NAT,70,5126,123.03885517476289,-53.03885517476289,False,False
106,FRG,126,5161,123.55256836375692,2.4474316362430812,False,False
99,ETH,87,5199,124.11509895745655,-37.11509895745655,False,False
161,LAO,159,5235,124.65147072975059,34.348529270249415,False,False
360,ZIM,74,5303,125.64790949455931,-51.647909494559315,False,False
146,KAZ,191,5326,125.9938596538267,65.0061403461733,False,False
251,PAR,127,5347,126.30425262108419,0.6957473789158115,False,False
118,GRC,309,5378,126.77122177850978,182.22877822149022,True,False
328,TVL,73,5383,126.84653327857595,-53.84653327857595,False,False
2,AGE,131,5389,126.93689772376192,4.063102276238084,False,False
142,JAW,156,5403,127.14636154269846,28.853638457301543,False,False
4,AGW,111,5407,127.20657207765774,-16.20657207765774,False,False
190,MOZ,82,5497,128.50377509769135,-46.503775097691346,False,False
356,YUG,384,5502,128.5786457508694,255.4213542491306,True,False
141,JAP,183,5509,128.6833503588461,54.3166496411539,False,False
58,CHN,178,5599,130.01153126790618,47.98846873209382,False,False
311,TCS,256,5648,130.72481087241744,125.27518912758256,False,False
346,WHM,199,5732,131.9229137515693,67.0770862484307,False,False
49,CAL,127,5785,132.64979546043307,-5.649795460433069,False,False
222,NIC,138,5892,134.1005415412792,3.899458458720801,False,False
228,NSW,100,6071,136.37277902373788,-36.37277902373788,False,False
138,ITA,432,6141,137.22955526851644,294.77044473148356,True,False
84,CUB,122,6155,137.3953243261983,-15.395324326198306,False,False
359,ZAM,65,6209,138.02542382109323,-73.02542382109323,False,False
13,ANG,70,6216,138.10604531872346,-68.10604531872346,False,False
215,NEP,193,6262,138.63008971888542,54.369910281114585,False,False
122,GUY,137,6369,139.84266656806298,-2.842666568062981,False,False
148,KEN,90,6411,140.30530023017394,-50.30530023017394,False,False
20,ASS,208,6514,141.42284823780682,66.57715176219318,False,False
105,FRA,474,6538,141.68662414097315,332.31337585902685,True,False
126,HON,162,6712,143.54573219970504,18.454267800294957,False,False
294,SPA,434,7045,147.191373620748,286.808626379252,True,False
203,MXN,147,7047,147.21349051385837,-0.2134905138583747,False,False
68,CMN,83,7116,147.9786390707338,-64.9786390707338,False,False
61,CHT,148,7165,148.52440843968319,-0.5244084396831852,False,False
300,SUM,145,7523,152.57264974935777,-7.572649749357765,False,False
199,MXC,160,7540,152.76816700119198,7.2318329988080166,False,False
201,MXG,191,7912,156.90021811293295,34.09978188706705,False,False
95,EHM,226,8099,158.83709802646376,67.16290197353624,False,False
131,IND,208,8108,158.92795054112227,49.07204945887773,False,False
136,IRN,228,8312,160.95781462176382,67.04218537823618,False,False
120,GUA,161,8358,161.40253535519702,-0.402535355197017,False,False
261,QLD,121,8395,161.75883629166628,-40.758836291666285,False,False
46,BZS,171,8613,163.84850555834944,7.151494441650556,False,False
185,MLY,176,8900,166.6121531170185,9.387846882981506,False,False
205,MXT,184,9348,170.84098032781543,13.15901967218457,False,False
255,PHI,164,9424,171.53381959318475,-7.533819593184745,False,False
358,ZAI,94,9527,172.46524750888074,-78.46524750888074,False,False
206,MYA,243,9666,173.71150083867272,69.28849916132728,False,False
308,TAN,105,9749,174.45146235432065,-69.45146235432065,False,False
42,BZC,174,9971,176.4221600523751,-2.422160052375091,False,False
250,PAN,152,10198,178.43966153148128,-26.439661531481278,False,False
325,TUR,323,10199,178.44828576188124,144.55171423811876,True,False
344,WAU,69,10781,183.01875044109897,-114.01875044109897,False,True
76,COS,169,10799,183.14673505822265,-14.146735058222646,False,False
315,THA,228,11288,186.49019327159672,41.50980672840328,False,False
200,MXE,218,11401,187.23373157889378,30.76626842110622,False,False
43,BZE,182,11594,188.50250807394733,-6.502508073947325,False,False
60,CHS,240,11729,189.3933429669095,50.6066570330905,False,False
178,MDG,82,11859,190.25763136421358,-108.25763136421358,False,True
339,VIE,250,11993,191.15800734605762,58.841992653942384,False,False
36,BOR,138,12056,191.5852816716438,-53.5852816716438,False,False
233,NWG,126,13473,201.9055542969302,-75.9055542969302,False,False
45,BZN,184,13576,202.6944970729744,-18.6944970729744,False,False
204,MXS,217,14194,207.37013602507227,9.62986397492773,False,False
35,BOL,265,14896,212.49457084869417,52.50542915130583,False,False
78,CPP,144,15865,219.39536491474882,-75.39536491474882,False,False
336,VEN,236,16340,222.7566309688208,13.243369031179213,False,False
44,BZL,211,18428,237.54498715206967,-26.544987152069666,False,False
93,ECU,212,18482,237.92754948611832,-25.927549486118323,False,False
54,CHC,297,20482,252.09785351391366,44.90214648608634,False,False
254,PER,250,20876,254.89383858272777,-4.893838582727767,False,False
65,CLM,273,25181,285.3972756636991,-12.397275663699077,False,False
